DAGBANI	ENGLISH
o yɛligu bi yiɣisira.	what he says never fails to come true.
o yiɣisi o ni daa lo ma alikauli shɛli.	he fails to fulfil his promise to me.
Yawɛ ŋun nyɛ tɔbbihi naa ŋɔ loya ni o niŋ dimbɔŋɔ, ka so mi ku tooi yiɣisi li.	For the Lord of Hosts has prepared his plan, and no one can upend it.
Yawɛ ŋun nyɛ tɔbbihi naa ŋɔ loya ni o niŋ dimbɔŋɔ, ka so mi ku tooi yiɣisi li.	For the Lord of Hosts has prepared his plan, and no one can frustrate it.
Naawuni ninvuɣ’ gahindili be tiŋ’ ŋɔ ni ka bɛ tir’ o jilima pam. O yɛligu bi yiɣisira.	there is a special man of God in this town who is respected a lot. His word never fails to come true.
dunia ŋɔ yiɣisibu dali.	the end of this world.
A yi yihi dɔyiha yuuni ŋɔ, yuuna na a ni lan yihi.	If you go after the dawadawa pods that were left over after harvesting this year, you will do the same thing next year.
di ti lan labi ti yihi binyiha yi daatam kpuɣibu maa nyaaŋa.	don't go back and collect the gleanings after your harvest.
bɛ ni yi yihiri wain tiwal’ yiha bɛ ni yi wɔbi li naai saha shɛli la.	when they glean the gleanings of the fruit of the wine-tree after they have harvested it.
Yihimi Izraɛlnim’ bɛn kpalim la zaɣ’ yiha kaman bɛ ni yihiri wain tia wala yiha shɛm la.	glean the remaining Israelites as thoroughly as they glean a vine.
Dauda daa zaŋ o nuu tim o koligu ni yihi kuɣili.	David put his hand in his bag and took out a stone.
bɛ daa vo Jeremiah kɔbiliga maa ni yihina.	they pulled Jeremiah out of the well.
A yi kpɛri voli ni n-yihiri zuɣupil’ ʒiɛhi, a ni ti yihi nyingol’ ʒiɛɣu.	If you are going into holes to take out red hats, one day you will take out a red neck.
a ni nya ka bia yihi bihili maa o noli.	you will see that the child takes the breast out of its mouth.
bɔnya so shɛli ti ni yɛn niŋ n tooi yihiri lɔri ŋɔ yɔmyɔm.	find something we can do to extract these poisons quickly.
Ti ni daa bi tooi yih’ o di ni maa ka ti chɛ o.	When we couldn't get him out of it we left him alone.
bɛ zaŋmi Ibram min’ o paɣa yihi soli.	they should see Abram and his wife off.
Naa Asa daa chɛ ka bɛ moli molo Juda tiŋgbɔŋ ni zaa, o mi daa bi yihi so nuu.	King Asa had a proclamation made in the whole territory of Judah, and no one was exempt.
yurilim din niŋ dɛde nyɛla din yihiri dabiɛm bahira.	true love is what takes away fear.
Chɛ ka bɛ yih’ o kpaŋ’ daba ayopɔin.	Let her be confined outside the camp for seven days
kul gbaai yihi bina biɛla kɔŋko, binshɛɣukam.	apart from a few things, everything.
n di bi zaɣisi ni yi zaa be kaman n ni be shɛm ŋɔ naɣila gbaai yihi la zoligɔnim’ din lo ma ŋɔ.	I wish you all would become just like me except, of course, for these chains that have bound me.
Yi zaa ha viɛla, kul gbaai yihila yi ni yino.	All of you are clean, except just one of you.
Yi zaa ha viɛla, kul gbaai yihila yi ni yino.	All of you are beautiful, all except one.
Yi zaa ha viɛla, kul gbaai yihila yi ni yino.	All of you are handsome, except one.
Di luhiya ni nir’ yih’ o paɣa?	Is it allowable for a person to divorce his wife?
PNDC zaligu dim pahiri 112 (Kali Soli Zuɣu Paɣ’ Kpuɣibu ni Yihibu Kundi ni Sabbu).	PNDC ordinance 112 (Registration of Traditional marriage and divorce).
Ka yinim’ bihi banima mi di yihiriya yi bihi hal’ biɛɣu hal ka bɛ ti yihi tahima.	Fathers, do not embitter your children, or they will become discouraged.
Din tooi niŋ ka bɛ yihi tahama zaa zuŋɔ.	What can cause them to lose all hope today.
ninkuunsinim’ laɣimya m-bɔri ni bɛ yihi n nyɛvili.	a gang of violent people are trying to kill me.
shɛb’ nyari wahala din ni tooi yihi bɛ nyɛviya gba.	some suffer so much it can even end their lives.
shɛb’ nyari wahala din ni tooi yihi bɛ nyɛviya gba.	some experience so much suffering that can take their lives.
di barina kpalinkpaa nyɛ nyɛvuli yihibo.	last but not least, there is the danger of causing death.
Bɛ yihiri waazu yɛro ma, "Di yihiri waazu."	They are preaching saying to me, "Don't be preaching."
Naawuni Shia Kasi yihi yɛli ni ninvuɣ’ shɛb’ ni ti chɛ yɛda niŋbu soli dolibu.	The Spirit explicitly warns us that some will forsake the faith.
Yidaannima, yumiya yi paɣiba, ka di yihiriya ba hal’ biɛɣu.	Husbands, love your wives and do not be harsh with them.
bɛ ni yi yihiri wain tiwal’ yiha bɛ ni yi wɔbi li naai saha shɛli la.	when they glean the gleanings of the fruit of the wine-tree after they have harvested it.yi yihi dɔyiha yuuni ŋɔ, yuuna na a ni lan yihi.	If you go after the dawadawa pods that were left over after harvesting this year, you will do the same thing next year.
Bɛ yihiri waazu yɛri ma, "Di yihiri waazu."	They are preaching saying to me, "Don't preach."
chɛ ka yihim bili ka pa ni chi.	let weeds grow and not grain.
bɛ zaŋ Ibram min’ o paɣa yihi soli.	they should escort Abraham and his wife.
chɛ ka yihim bili ka pa ni chi.	let weeds grow and not grain.
gɔhi n-kul zooi lim li; ka yihim lan zibigi di ni.	it was all overgrown with thistles; it was covered with weeds.
ŋunkam mi kpuɣi paɣ’ yihiŋ maa gba tum zina.	anyone who marries a divorced woman is committing adultery.
Ti Duuma Naawuni n-su tiliginsim mini yiko, ka simdi tibigibu!	Salvation and power belong to our God, and he deserves to be glorified.
o bela yi nuu ni, dama man’ naa ka yi yiko.	he is in your hands, because I, the King, have no power to withstand you.
Ti Duuma Naawuni n-su tiliginsim mini yiko, ka simdi tibigibu!	Salvation and power belong to our God, and he deserves to be exalted.
dunia ŋɔ yikonim’ bɛn daa wurim Jɛrusalɛmnima kpɛhi yɔɣu la.	the powers of this world who have scattered the people of Jerusalem into the wilderness.
Ninvuɣ’ so ŋun zani n-zaŋ ba lo tab’ maa yi ka di yiko.	The person who set himself up to arrange the marriage did not have authority to do so.
Naawuni yi ti sashiriga yiko, o ni piɛ sima ŋubi ka guui kɔhi jɛŋkuno zuɣu.	If God gives the squirrel the ability, it will harvest enough groundnuts for itself to eat and have some left over to sell for the cat.
A yi mali HIV bee AIDS doro, a ʒim lan ka doro taɣibu yiko.	If you have HIV or the AIDS disease, your blood no longer has the ability to resist infection.
Sintani ŋun su sagbana tiŋli ŋɔ na yiko la.	Satan who has authority here below the sky. 
A yi mali yiko a ni tooi kɔ biɛla bee ka a guli nohi.	If you have the strength you can do a little farming and keep chickens.
Naawuni ŋun nyɛ yikolana paɣibu.	Praise of God Most Powerful.
bɛn su fukumsi mini dunia ŋɔ yikolaannim’ bɛn be zibisim.	those who have authority and the powerful ones of this world who are in darkness.
Baruk n-wuhir’ a yikombiɛlim zaŋ chaŋ ti polo.	Baruk is teaching you a plot against us.
ti bi be ʒilinsi ni zaŋ chaŋ o yikombiɛri tuma la polo.	we are not in ignorance about his plots.
bɛ daa laɣim na nti teei gili yili maa.	they gathered and surrounded the house.
Chɛ ka Dauda kpalim n yili ŋɔ n-tumdi n tuma.	Let David stay in my house and work for me.
Dinzuɣu hali tua yi lu la yili zuɣu ka niriba be ni so ku kpi.	So even if a baobab falls on a house where people are, no one will be killed.
A yi zaŋ nintɔri m-me yili, maligim n-daari li luhira.	If you use spittle to build a house, dew will push it down.
Buɣim di ma mɔɣu ni ka n zo n-kuli n ya.	Fire burned me in the bush so I ran home.
o yili lun-naa ŋme kuŋa.	his household drum-chief uttered a cry.
Liɣiri mini guli ka bɛ bɔra n-tim sandaani o ba yili.	They get money ad kola to send a mediation-gift to her father's house.
Yisifu daa niŋla yuun’ kɔbiga ni pia dunia yili ŋɔ.	Joseph passed one hundred and ten years in this world.
Ghana bela tuuli tiŋgbana anu shɛŋa dunia yili.	Ghana is one of the first five countries in the world.
N ku chɛ bɛ tuumbiɛɣu ŋɔ taali hal ka bɛ ti yi dunia yili.	This evil will never be forgiven them as long as they live.
zuŋɔ dabisili ŋɔ a ni ti be n sani Naawuni yili.	on this very day you will be with me in Paradise.
Bɛ nahim yililana n-tabil’ o yiŋnima.	They afflict the houseowner and his household.
Bɛ nahim yililana n-tabil’ o yiŋnima.	They oppress the owner of the house and his household.
Dinzuɣu ka bɛ salindi Kariga Beemoni yili.	That's why they praise Karaga the House of Beemoni.
A yɛla yi yili tia nyin' dumi nti yiligi li tia maa zuɣu.	If your problems are hanging on a tree, you climb it to remove them.
o zuɣu kpe n-shɛbisi oki tia maa wula ni ka o yili zuɣusaa.	his head wedged into the branches of an 'oak' tree and he was hung up.
Nimaani ka ti daa zaŋ ti mɔɣilɔnim’ yili tihi.	It was there that we took our 'harps' and hung them on trees.
Guŋguma tiɣisi yiliya ku m-baŋ kpɛma.	The fruits of the kapok tree are all hanging on the tree and we cannot know the elder among them.
Bɛ daa zaŋdila bɛ lɔɣibuya yiini a dukpina zuɣu ti tuui.	They hung their shields around your walls.
bɛn’ darigim’ ŋooi o yiŋ’ yɔɣirili n-zaŋ li sa n-zaŋ o yil li.	they should pull a rafter out of (his) house and set it up and hang him on it.
O yil’ omaŋ’ mia.	He hanged himself.
o yil’ omaŋ’ mia kpi.	he hanged himself with a rope and died.
O yil’ omaŋ’. He hanged himself.
o yil’ omaŋ’ ka kpi.	he hanged himself and died.
O pa la ninsala ka lan pa binkabgu o yilmi.	He’s not a human being or an animal, he’s in between.
O pa la ninsala ka lan pa binkabgu o yilmi.	He’s not a human being or an animal, he’s hanging in between.
Tayiɣa nya koligu gbinni o mi ni koligu yinda ashee yoligu bi yinda.	The thief saw the bottom of the bag and he thought there was a leak in the bag, but it wasn't leaking.
Duulana m-mi o duu ni yiini shɛli.	It is the owner of the room who knows where his room is leaking.
bɛn daa nahindi ti maa daa yɛli ti ni ti yilimi yila ka di niŋ ba nyaɣisim, ka yɛra, “Yilimiya Ziɔn yilli ka ti wum.”	Those who oppressed us told us to sing to entertain, saying“Sing a song of zion for us to hear.”
Yila yilibu, diɛma diɛmbu bee yɛtɔɣ’ nyaɣisa tɔɣisibu bee yɛlibu nyɛla din ni tooi sɔŋ’ ka a dihi a bia viɛnyɛla.	Singing songs, entertainments, pleasant speech or talk are what will be able to help you feed your child well.
N ni yili yila paɣ’ a wuna sani.	I sing praise to you before the gods.
ninvuɣ’ shɛb’ bɛn piɛbiri yuhi yiini yila.	people who play whistles and sing songs.
Di saha n-nyɛ yili yiiniba gba dii yiini bɛ yila yɛri, Buɣim di ma mɔɣu ni ka n zo n-kuli n ya.	Then the singers also are singing their songs saying that, Fire burned me in the bush so I ran home.
dabili mi na ʒi n-kpalim be ŋun su o yiŋa sahakam, amaa yilibia ŋun’ kul ni beni sahakam.	a slave has no permanent place in the family, but a son belongs to it forever.
Tirakoma yi mali bihi, bɛ nina moorimi ka tabinda ka bɛ nyehi yiligi n-zɔra.	If children have trachoma, their eyes swell and stick shut, and their noses are runny.
wuntaŋ’ daa ti yɛn lu ka o chɛ ka bɛ yilig’ o tia maa zuɣu na.	when the sun was about to set he had them take him down from the tree.
Aduna min’ o bidibisi bɛn’ kpɛm’ suɣili maa ni nti yiligi pateesa.	Aaron and his sons took down the curtain.
A yɛla yi yili tia nyin' dumi nti yiligi li tia maa zuɣu.	If your problems are hanging on a tree, you climb it to remove them.
Malikia kɔbiliga din daa be yiliguliba dundɔŋ ni la puuni.	Malchiah's well which is in the palace-guards' courtyard.
yin’ di lan taɣiya yilikpɛrili.	don't change your lodgings.
o yihi liɣiri kaman tumtumda daba ayi yɔri n-ti o yilikpɛrilana.	he took out two silver coins and gave them to the innkeeper.
N yilikpɛrinima, yi nya zahim?	My friends, did you get any fish?
kulipalinima bɛn labiri ziŋgɔhi mini bɛn mali yilima bee nɛri gbahiri zahim.	fishermen who cast fish-hooks and those who make nets and traps to catch fish.
Ŋarimiya yiliŋ kam.	Fill every the valleys.
yi Duuma ŋɔ ni yɛli zoya mini daboya ni yilima ni vimvama shɛm m-bɔŋɔ.	this is what your Lord says to the mountains and hills, to the ravines and valleys.
A yi piigi yiliŋga waa ni, di ti lahi labirila waa ni.	If you pick up a jingle in the dance, it will go back to the dance again.
M mini a biɛhigu pala yilinga ka m pii waa ni.	Our relationship is not like the a jingle that I pick up at the dancing place.
Binsaa yi biɛri gilindi yili ni, yili yidana shee ka di bɔra.	If diarrhoea is going around the house, it is searching for the house owner.
Hɛman ŋun daa nyɛ yiliyiina.	Heman who was a singer.
Di saha n-nyɛ yiliyiiniba gba dii yiini bɛ yila yɛri Buɣim di ma mɔɣu ni ka n zo n-kuli n ya.	Then the singers also are singing their songs, that "Fire burned me in the bush so I ran home.
Yawɛ ŋun nyɛ Naawuni ŋɔ n-nyɛ n yiliyiinili mini n kpiɔŋ.	The Lord my God is my song and my strength.
n ni chɛ ka a yiligu leei kurigu.	I will let your horn become iron.
Naawuni ŋun daa yihi ba Ijipti na maa ŋmanila yɔnaɣ’ yilli bɛ sani.	God who brought them out of Egypt is like the horn of a bush-cow for them.
Bin’ ŋun bili yila ku kpe voli ni.	Whatever grows horns cannot go into a hole.
Ibrahimma daa kpuɣ’ o zuɣu ŋmaligi lihi n-nya piɛlaa ka o ʒiɛya, ka o yila shɛbi tiwula ni.	Abraham looked up and there in a thicket he saw a ram caught by its horns.
n ti nya yilibila ka di daai yil’ ata shɛŋa din daa pun saya la n-vuɣ’ li bahi.	I saw a little horn coming up among the others. It tore out three of the horns that were already there.
Piɛ’lahi ayi ku tooi nyu kom bukati yiŋga ni, bɛ yila ni kpari taba.	Two rams cannot drink water from one bucket, their horns will get locked together.
maligumaaniba ayopɔin bɛn gbibi piɛla’ yila kikah’ ayopɔin m-pe tababiri.	seven priests who held rams' horn trumpets blew a fanfare.
yila maa nyɛla din ʒe dunia ŋɔ yikonim’ bɛn daa wurim Judanim’.	the horns are what gore the powers of this world who scattered the Judahites.
bɛ daa boli nimaani yuli Ɛshikol vinvamli, Izraɛlnim’ ni daa ŋmaai tiwala yilli nimaani maa zuɣu.	they called that place the Vale of Eshkol because the Israelites cut a bunch of fruit there.
Di (wain tiwala) zaɣ’ yila nyɛla din to.	They (grapes) bunchy-things are what is bitter.
N ni yili yila paɣ’ a wuna sani.	I sing praise to you before the gods.
Yila yilibu, diɛma diɛmbu bee yɛtɔɣ’ nyaɣisa tɔɣisibu bee yɛlibu nyɛla din ni tooi sɔŋ’ ka a dihi a bia viɛnyɛla.	Singing songs, entertainments, pleasant speech or talk are what will be able to help you feed your child well.
Di saha n-nyɛ yili yiiniba gba dii yiini bɛ yila.	That's when the singers sing their songs.
ninvuɣ’ so ka o ŋma yil’ nyaɣisa Izraɛl tiŋgbɔŋ ni la.	the person who composed sweet songs in Israel land.
amiliya yilinim’ maa wain daa ti pooi ba.	the wedding household's wine was not enough for them.
Nimaani ka yi mini yi yinsinim’ ni ti di li.	There you-people and your households shall eat them.
Alaafee yilinima ni ‘kawunsilanim’ ni tooi sɔŋ a ka a nyaŋ tahima yihibu.	Healthworkers and 'counsellors' can help you to overcome despair.
Di kpala talahi ni a chaŋ n-ti nya dokta (Alaafee tuuntumdi baŋda) saha shɛli kam a yi ti biɛra.	You should go to see a doctor (experienced health worker) whenever you are sick.
Yim ka bɛ to wum vu’ shɛli damli.	All at once they heard a noise.
Di kpala talahi ni a chaŋ n-ti nya dokta (Alaafee tuuntumdi baŋda) saha shɛli kam a yi ti biɛra.	It is a must that you go to see a doctor (experienced health worker) whenever you are sick.
Di kpala talahi ni a chaŋ n-ti nya dokta (Alaafee tuuntumdi baŋda) saha shɛli kam a yi ti biɛra.	It is compulsory that you go to see a doctor (experienced health worker) whenever you are sick.
Tia ŋɔ wɔndi la dɔri yim yuuni puli ni.	This tree produces dawadawa-pods once a year.
Gbankɔɣu - Yim - Chira awei nyaaŋa.	Measles - Once - After nine months.
Abimilɛk min’ o tɔbbihi pirigili yim bɛn daa be o sani.	Abimelek and the one section of his troops that were with him.
Salinim’ zaa la yim, suhukpeeni n-gari taba.	All human beings are equal, but some have more courage than others.
chɛ ka n kul zaŋ kpani ŋɔ kuh’ o yim tabili tiŋa, m bi yɛn kuh’ o buyi.	let me just pin him to the ground with one jab of this spear, I won't have to strike twice!
bɛ zaŋ Yawɛ Daalikauli Adaka maa n-chaŋ gili tiŋ’ maa napɔŋ yim.	they take the Lord's Covenant Box and go round the town once.
zaŋm’ li tom wuhi ninvuɣ’ shɛb’ bɛn ʒe yim.	get firm hold of it and teach people who are reliable.
A mi yi ti niŋ amiliya yi n-ʒeya taba yim.	If you marry, be faithful to each other.
yi yi bi ʒe yi Naawuni maa yim.	if you are not faithful to your God.
yinim’ Izraɛlnim’ ni tum bi ʒe yim tuma.	you Israelites have worked works of unfaithfulness.
ŋun mira ka o lahi vuui o nampɔŋ maa hali yim gba.	he must not move his leg the least little bit.
